,title,link
2669,"Chief Strategy, Business Development and Planning Officer at Agricultural Finance Corporation (AFC)",https://www.myjobmag.co.ke/job/chief-strategy-business-development-and-planning-officer-agricultural-finance-corporation-afc
2670,Business Development Manager - Kenya at Honeywell,https://www.myjobmag.co.ke/job/business-development-manager-kenya-honeywell-1
2671,Senior Business Development Manager at KCB Bank Kenya,https://www.myjobmag.co.ke/job/senior-business-development-manager-kcb-bank-kenya
2672,Business Development Manager at DT One,https://www.myjobmag.co.ke/job/business-development-manager-dt-one
2673,Business Development Manager at DHL,https://www.myjobmag.co.ke/job/business-development-manager-dhl
2674,Head of Small Business at I&M Bank,https://www.myjobmag.co.ke/job/head-of-small-business-i-amp-m-bank
2675,Data Analyst at WeeMedia,https://www.myjobmag.co.ke/job/data-analyst-weemedia
2676,Business Intelligence Associate at Komaza Kenya,https://www.myjobmag.co.ke/job/business-intelligence-associate-komaza-kenya-3
2677,Business Development Manager at Digital Vision EA Limited,https://www.myjobmag.co.ke/job/business-development-manager-digital-vision-ea-limited
2678,"Business Development Manager, Nairobi Overseas Centre (Kenya) at Enterprise Singapore",https://www.myjobmag.co.ke/job/business-development-manager-nairobi-overseas-centre-kenya-enterprise-singapore
2679,Procurement Business Manager - Commercial at British American Tobacco (BAT),https://www.myjobmag.co.ke/job/procurement-business-manager-commercial-british-american-tobacco-bat
2680,Senior General Business Sales Executive at SAP,https://www.myjobmag.co.ke/job/senior-general-business-sales-executive-sap
2681,Branch Business Manager at HF Group,https://www.myjobmag.co.ke/job/branch-business-manager-hf-group
2682,Human Resource Business Partner at HF Group,https://www.myjobmag.co.ke/job/human-resource-business-partner-hf-group
2683,Corporate Credit Analyst at Family Bank Ltd,https://www.myjobmag.co.ke/job/corporate-credit-analyst-family-bank-ltd
2684,Head Of Business Innovation at KCB Bank Kenya,https://www.myjobmag.co.ke/job/head-of-business-innovation-kcb-bank-kenya
2685,KCB Capital Research Analyst at KCB Bank Kenya,https://www.myjobmag.co.ke/job/kcb-capital-research-analyst-kcb-bank-kenya
2686,KCB Capital Investment Banking Analyst at KCB Bank Kenya,https://www.myjobmag.co.ke/job/kcb-capital-investment-banking-analyst-kcb-bank-kenya
2687,Partnerships and Business Development Representative at AFRIpads,https://www.myjobmag.co.ke/job/partnerships-and-business-development-representative-afripads
2688,Business Development Services (BDS) Specialist at AMSCO (African Management Services Company),https://www.myjobmag.co.ke/job/business-development-services-bds-specialist-amsco-african-management-services-company
2689,New Business Development Manager at Kenya Airways,https://www.myjobmag.co.ke/job/new-business-development-manager-kenya-airways
2690,Junior Analyst at World Food Programme (WFP),https://www.myjobmag.co.ke/job/junior-analyst-world-food-programme-wfp
2691,Research Assistant – Agri-Business at International Potato Center,https://www.myjobmag.co.ke/job/research-assistant-agri-business-international-potato-center
2692,Business Administrator at Microsoft,https://www.myjobmag.co.ke/job/business-administrator-microsoft
2693,Business Development Manager Ecobuilding- East Africa at Schneider Electric,https://www.myjobmag.co.ke/job/business-development-manager-ecobuilding-east-africa-schneider-electric
2694,Intermediate Quality Analyst at I&M Bank,https://www.myjobmag.co.ke/job/intermediate-quality-analyst-i-amp-m-bank
2695,Statistician/Analyst - CDC Strategic Use of Surveillance and Epidemiology -Kenya at Palladium International,https://www.myjobmag.co.ke/job/statistician-analyst-cdc-strategic-use-of-surveillance-and-epidemiology-kenya-palladium-international
2696,Business Designer Lead at IDEO.org,https://www.myjobmag.co.ke/job/business-designer-lead-ideo-org
2697,HR Business Partner at KCB Bank Kenya,https://www.myjobmag.co.ke/job/hr-business-partner-kcb-bank-kenya
2698,"HR Business Partner, Retail at KCB Bank Kenya",https://www.myjobmag.co.ke/job/hr-business-partner-retail-kcb-bank-kenya
2699,Operational Excellence and Reporting Analyst at Britam,https://www.myjobmag.co.ke/job/operational-excellence-and-reporting-analyst-britam
2700,Business Development Manager – Chester House at Kenyan Alliance Insurance,https://www.myjobmag.co.ke/job/business-development-manager-chester-house-kenyan-alliance-insurance
2701,Business Development Manager – Institutional Business at d.light,https://www.myjobmag.co.ke/job/business-development-manager-institutional-business-d-light
2702,Associate Business Manager/Business Manager (Direct Sales) at Tally Solutions,https://www.myjobmag.co.ke/job/associate-business-manager-business-manager-direct-sales-tally-solutions-1
2703,Business Development Executive at Altima Africa,https://www.myjobmag.co.ke/job/business-development-executive-altima-africa
2704,2020 Summer MBA Fellow – Business Operations at Lori Systems,https://www.myjobmag.co.ke/job/2020-summer-mba-fellow-business-operations-lori-systems
2705,2020 Summer MBA Fellow – Financial Analyst at Lori Systems,https://www.myjobmag.co.ke/job/2020-summer-mba-fellow-financial-analyst-lori-systems
2706,Enterprise Integration Support Analyst at Techsavanna Technology Limited,https://www.myjobmag.co.ke/job/enterprise-integration-support-analyst-techsavanna-technology-limited-1
2707,Business Development Officer HHK - Nairobi at Heifer International,https://www.myjobmag.co.ke/job/business-development-officer-hhk-nairobi-heifer-international-1
2708,"Manager, ICT Security and Business Continuity at Independent Electoral and Boundaries Commission",https://www.myjobmag.co.ke/job/manager-ict-security-and-business-continuity-independent-electoral-and-boundaries-commission
2709,Business Development Officer at Co-operative Bank of Kenya,https://www.myjobmag.co.ke/job/business-development-officer-co-operative-bank-of-kenya-1
2710,Senior Real Estate Investment Analyst at Cytonn Investments,https://www.myjobmag.co.ke/job/senior-real-estate-investment-analyst-cytonn-investments
2711,Business Development Manager East Africa at Temenos Group,https://www.myjobmag.co.ke/job/business-development-manager-east-africa-temenos-group-1
2712,Country Manager at Business Partner Consultants Limited (BPC),https://www.myjobmag.co.ke/job/country-manager-business-partner-consultants-limited-bpc
2713,Junior Data Analyst at Apollo Agriculture,https://www.myjobmag.co.ke/job/junior-data-analyst-apollo-agriculture
2714,Monitoring and Evaluation Coordinator (Senior Data Analyst) at Norwegian Refugee Council,https://www.myjobmag.co.ke/job/monitoring-and-evaluation-coordinator-senior-data-analyst-norwegian-refugee-council
2715,Technical Support Analyst at Mastercard Foundation,https://www.myjobmag.co.ke/job/technical-support-analyst-mastercard-foundation-1
2716,Business Development Manager-Jumia Advertising Services (Full Time) at Jumia,https://www.myjobmag.co.ke/job/business-development-manager-jumia-advertising-services-full-time-jumia
2717,Actuarial Analyst at Pula,https://www.myjobmag.co.ke/job/actuarial-analyst-pula-2
2718,Business Growth and Development Manager at Equity Bank Kenya,https://www.myjobmag.co.ke/job/business-growth-and-development-manager-equity-bank-kenya
2719,Business Development Manager (Parts) at Subaru Kenya,https://www.myjobmag.co.ke/job/business-development-manager-parts-subaru-kenya
2720,"Business Manager, East & West Africa at EPSON",https://www.myjobmag.co.ke/job/business-manager-east-west-africa-epson-2
2721,Fraud Analyst at Co-operative Bank of Kenya,https://www.myjobmag.co.ke/job/fraud-analyst-co-operative-bank-of-kenya-2
2722,Consultant - Operational Data Analyst at World Food Programme (WFP),https://www.myjobmag.co.ke/job/consultant-operational-data-analyst-world-food-programme-wfp
2723,Physics Teacher with combination of either Mathematics or business at Brookhurst International School,https://www.myjobmag.co.ke/job/physics-teacher-with-combination-of-either-mathematics-or-business-brookhurst-international-school
2724,Finance Analyst at World Bank Group,https://www.myjobmag.co.ke/job/finance-analyst-world-bank-group-1
2725,Investment Analyst – AECF/2020/IA at Africa Enterprise Challenge Fund (AECF),https://www.myjobmag.co.ke/job/investment-analyst-aecf-2020-ia-africa-enterprise-challenge-fund-aecf
2726,Supply Chain Business Intelligence Officer at United Nations Support Office in Somalia (UNSOS),https://www.myjobmag.co.ke/job/supply-chain-business-intelligence-officer-united-nations-support-office-in-somalia-unsos-1
2727,Business Development Leader - Merchant Sales and Acquiring at Visa,https://www.myjobmag.co.ke/job/business-development-leader-merchant-sales-and-acquiring-visa
2728,Business Development Managers (General Insurance Units) at Hublink Company Limited,https://www.myjobmag.co.ke/job/business-development-managers-general-insurance-units-hublink-company-limited
2729,Business Development Officers at Caritas MFB,https://www.myjobmag.co.ke/job/business-development-officers-caritas-mfb-1
2730,Manager Digital and Business Systems -FAULU at Old Mutual Kenya,https://www.myjobmag.co.ke/job/manager-digital-and-business-systems-faulu-old-mutual-kenya
2731,Business Development Executive at Aviation Services Management,https://www.myjobmag.co.ke/job/business-development-executive-aviation-services-management
2732,Big Data and Geospatial Analyst/Programmer at United Nations Office for Project Services (UNOPS),https://www.myjobmag.co.ke/job/big-data-and-geospatial-analyst-programmer-united-nations-office-for-project-services-unops
2733,Big Data and Geospatial Analyst/Programmer – P2 at United Nations Office for Project Services (UNOPS),https://www.myjobmag.co.ke/job/big-data-and-geospatial-analyst-programmer-p2-united-nations-office-for-project-services-unops
2734,System Analyst at Mater Hospital,https://www.myjobmag.co.ke/job/system-analyst-mater-hospital
2735,"Director, Finance Business Partner – Finance Business Partner, Sub Sahara Africa at MasterCard",https://www.myjobmag.co.ke/job/director-finance-business-partner-finance-business-partner-sub-sahara-africa-master-card
2736,Business Development Manager at Dynamic People Consulting (DPC),https://www.myjobmag.co.ke/job/business-development-manager-dynamic-people-consulting-dpc-1
2737,General Business Sales Executive at SAP,https://www.myjobmag.co.ke/job/general-business-sales-executive-sap-2
2738,Human Resource Business Partner at Tuskys,https://www.myjobmag.co.ke/job/human-resource-business-partner-tuskys
2739,Business Development Manager - Kenya at Honeywell,https://www.myjobmag.co.ke/job/business-development-manager-kenya-honeywell
2740,Customer Business Manager - East Africa at Honeywell,https://www.myjobmag.co.ke/job/customer-business-manager-east-africa-honeywell-1
2741,"Research Analyst, Clean Energy Finance at World Resources Institute (WRI)",https://www.myjobmag.co.ke/job/92349/research-analyst-clean-energy-finance-world-resources-institute-wri
2742,Regional Business Analyst at CARE International,https://www.myjobmag.co.ke/job/92347/regional-business-analyst-care-international
2743,Business Banker - Islamic Banking at National Bank of Kenya,https://www.myjobmag.co.ke/job/92335/business-banker-islamic-banking-national-bank-of-kenya
2744,Business Support Officer - Flowers at Fairtrade International,https://www.myjobmag.co.ke/job/92324/business-support-officer-flowers-fairtrade-international
2745,Technical Business Development Manager at iWayAfrica,https://www.myjobmag.co.ke/job/92312/technical-business-development-manager-iwayafrica
2746,Graduate Business Development Trainee at MyHealth Africa,https://www.myjobmag.co.ke/job/92310/graduate-business-development-trainee-myhealth-africa
2747,HR Business Partner - Microfinance at BRAC,https://www.myjobmag.co.ke/job/92305/hr-business-partner-microfinance-brac
2748,Business Development Manager - Medical Sales at Britam,https://www.myjobmag.co.ke/job/92285/business-development-manager-medical-sales-britam
2749,Business Executive at Siti Mobility,https://www.myjobmag.co.ke/job/92195/business-executive-siti-mobility
2750,Application Support Analyst at Britam,https://www.myjobmag.co.ke/job/92172/application-support-analyst-britam
2751,"Programme Associate, Monitoring & Evaluation Data Analyst at World Food Programme (WFP)",https://www.myjobmag.co.ke/job/92069/programme-associate-monitoring-amp-evaluation-data-analyst-world-food-programme-wfp
2752,System Analyst at Kenya Trade Network Agency (KenTrade),https://www.myjobmag.co.ke/job/92066/system-analyst-kenya-trade-network-agency-kentrade
2753,General Business Sales Executive at SAP,https://www.myjobmag.co.ke/job/92051/general-business-sales-executive-sap
2754,Senior Analyst - Credit and Analytics at Julla,https://www.myjobmag.co.ke/job/92041/senior-analyst-credit-and-analytics-julla
2755,"Claims Analyst - General Insurance, Kenya at Old Mutual Kenya",https://www.myjobmag.co.ke/job/92026/claims-analyst-general-insurance-kenya-old-mutual-kenya
2756,Business Development Manager - Corporate at Kenya Orient Insurance Limited,https://www.myjobmag.co.ke/job/92021/business-development-manager-corporate-kenya-orient-insurance-limited
2757,Senior Business Development Manager - Financial Services at Arifu,https://www.myjobmag.co.ke/job/92015/senior-business-development-manager-financial-services-arifu
2758,Business Development Officer HHK at Heifer International,https://www.myjobmag.co.ke/job/91996/business-development-officer-hhk-heifer-international
2759,Business Development Executive at Computer Pride,https://www.myjobmag.co.ke/job/91994/business-development-executive-computer-pride
2760,General Business Claims Manager at Kenindia Assurance Company Limited,https://www.myjobmag.co.ke/job/91990/general-business-claims-manager-kenindia-assurance-company-limited
2761,Deputy Director Human Resource Management at Africa Management Solutions Limited (AMSOL),https://www.myjobmag.co.ke/job/91987/deputy-director-human-resource-management-africa-management-solutions-limited-amsol
2762,Senior Information Communication Technology Officer at Africa Management Solutions Limited (AMSOL),https://www.myjobmag.co.ke/job/91986/senior-information-communication-technology-officer-africa-management-solutions-limited-amsol
2763,Director Corporate Services at Africa Management Solutions Limited (AMSOL),https://www.myjobmag.co.ke/job/91985/director-corporate-services-africa-management-solutions-limited-amsol
2764,Director Corporate Services at Africa Management Solutions Limited (AMSOL),https://www.myjobmag.co.ke/job/91984/director-corporate-services-africa-management-solutions-limited-amsol
2765,Deputy Director Human Resource Management at Africa Management Solutions Limited (AMSOL),https://www.myjobmag.co.ke/job/91983/deputy-director-human-resource-management-africa-management-solutions-limited-amsol
2766,BRS - Senior Information Communication Technology Officer at Africa Management Solutions Limited (AMSOL),https://www.myjobmag.co.ke/job/91982/brs-senior-information-communication-technology-officer-africa-management-solutions-limited-amsol
2767,Board Chairperson- CHRM at Africa Management Solutions Limited (AMSOL),https://www.myjobmag.co.ke/job/91981/board-chairperson-chrm-africa-management-solutions-limited-amsol
2768,"The Director Legal, Compliance and Research at Africa Management Solutions Limited (AMSOL)",https://www.myjobmag.co.ke/job/91980/the-director-legal-compliance-and-research-africa-management-solutions-limited-amsol
2769,Official Receiver at Africa Management Solutions Limited (AMSOL),https://www.myjobmag.co.ke/job/91979/official-receiver-africa-management-solutions-limited-amsol
2770,Registrar of Companies at Africa Management Solutions Limited (AMSOL),https://www.myjobmag.co.ke/job/91978/registrar-of-companies-africa-management-solutions-limited-amsol
2771,Director General/Chief Executive Officer at Africa Management Solutions Limited (AMSOL),https://www.myjobmag.co.ke/job/91977/director-general-chief-executive-officer-africa-management-solutions-limited-amsol
2772,Global Senior Analyst at Living Goods,https://www.myjobmag.co.ke/job/91956/global-senior-analyst-living-goods
2773,Insight Analyst at Human Capital Synergies,https://www.myjobmag.co.ke/job/91943/insight-analyst-human-capital-synergies
2774,Sector Lead - Oil & Gas - Business Banking at Standard Bank Group,https://www.myjobmag.co.ke/job/91937/sector-lead-oil-amp-gas-business-banking-standard-bank-group
2775,Sales and Business Development Manager at Lerach Recruitments (Pty)Ltd,https://www.myjobmag.co.ke/job/91919/sales-and-business-development-manager-lerach-recruitments-pty-ltd
2776,Regional Business Analyst at Plan International,https://www.myjobmag.co.ke/job/91894/regional-business-analyst-plan-international
2777,"Business Manager, East & West Africa at EPSON",https://www.myjobmag.co.ke/job/91858/business-manager-east-amp-west-africa-epson
2778,Security Analyst at Ericsson,https://www.myjobmag.co.ke/job/91855/security-analyst-ericsson
2779,Sales Analytics Analyst at GitLab Inc.,https://www.myjobmag.co.ke/job/91853/sales-analytics-analyst-gitlab-inc
2780,Chief of Staff - Business Development at One Acre Fund,https://www.myjobmag.co.ke/job/91832/chief-of-staff-business-development-one-acre-fund
2781,Head of Business Development and Grants at Federation Of Kenya Employers,https://www.myjobmag.co.ke/job/91814/head-of-business-development-and-grants-federation-of-kenya-employers
2782,Business Development Manager at Elex Products Ltd,https://www.myjobmag.co.ke/job/91799/business-development-manager-elex-products-ltd
2783,Banking Business Development Manager at INTRASOFT International,https://www.myjobmag.co.ke/job/91756/banking-business-development-manager-intrasoft-international
2784,Business Management/Administration at KEMRI Wellcome Trust Research Programme (KWTRP),https://www.myjobmag.co.ke/job/91723/business-management-administration-kemri-wellcome-trust-research-programme-kwtrp
2785,Regulatory Risk Analyst at Citi,https://www.myjobmag.co.ke/job/91692/regulatory-risk-analyst-citi
2786,Pensions Business Development Officer at Dry Associates Limited Investment,https://www.myjobmag.co.ke/job/91683/pensions-business-development-officer-dry-associates-limited-investment
2787,HR Business Partner - Kenya at Samsung Electronics,https://www.myjobmag.co.ke/job/91682/hr-business-partner-kenya-samsung-electronics
2788,Super Mentors (Business Mentorship) â€“ WEEK project at Practical Action Kenya,https://www.myjobmag.co.ke/job/91674/super-mentors-business-mentorship-week-project-practical-action-kenya
2789,Business Mentors â€“ WEEK project at Practical Action Kenya,https://www.myjobmag.co.ke/job/91673/business-mentors-week-project-practical-action-kenya
2790,Applications Support Analyst at Save the Children,https://www.myjobmag.co.ke/job/91664/applications-support-analyst-save-the-children
2791,Programme Analyst (Youth Programme) at UN Women,https://www.myjobmag.co.ke/job/91631/programme-analyst-youth-programme-un-women
2792,CCNA (B2B) - Solutions Business Consultant EA at Canon,https://www.myjobmag.co.ke/job/91624/ccna-b2b-solutions-business-consultant-ea-canon
2793,Business Architect at KCB Bank Kenya,https://www.myjobmag.co.ke/job/91618/business-architect-kcb-bank-kenya
2794,Analyst â€“ Contracts Division at Competition Authority of Kenya (the Authority),https://www.myjobmag.co.ke/job/91604/analyst-contracts-division-competition-authority-of-kenya-the-authority
2795,Actuarial Analyst at Pula,https://www.myjobmag.co.ke/job/91599/actuarial-analyst-pula
2796,Actuarial Analyst at Pula,https://www.myjobmag.co.ke/job/91598/actuarial-analyst-pula
2797,Client Analyst - South Sudan at Standard Bank Group,https://www.myjobmag.co.ke/job/91586/client-analyst-south-sudan-standard-bank-group
2798,Business Development Manager-Public Policy Programmes at Strathmore University,https://www.myjobmag.co.ke/job/91528/business-development-manager-public-policy-programmes-strathmore-university
2799,"Analyst, Kenya at Tatu City Limited",https://www.myjobmag.co.ke/job/91514/analyst-kenya-tatu-city-limited
2800,Occupational Health and Safety Analyst at International Finance Corporation (IFC),https://www.myjobmag.co.ke/job/91485/occupational-health-and-safety-analyst-international-finance-corporation-ifc
2801,IT Infrastructure and Hardware Analyst at Human Capital Synergies Africa Ltd,https://www.myjobmag.co.ke/job/91423/it-infrastructure-and-hardware-analyst-human-capital-synergies-africa-ltd
2802,Senior Application Analyst at Human Capital Synergies Africa Ltd,https://www.myjobmag.co.ke/job/91422/senior-application-analyst-human-capital-synergies-africa-ltd
2803,Autonomous Database - Business Development Representative at Oracle,https://www.myjobmag.co.ke/job/91384/autonomous-database-business-development-representative-oracle
2804,International Operations Business Graduate at Novo Nordisk,https://www.myjobmag.co.ke/job/91377/international-operations-business-graduate-novo-nordisk
2805,EGF Data Analyst at Equity Bank Kenya,https://www.myjobmag.co.ke/job/91356/egf-data-analyst-equity-bank-kenya
2806,IT Asset Analyst at KCB Bank Kenya,https://www.myjobmag.co.ke/job/91355/it-asset-analyst-kcb-bank-kenya
2807,"Manager, Operational Risk â€“ Information Risk, Technology and Cyber risks and Business Resilience at Standard Bank Group",https://www.myjobmag.co.ke/job/91340/manager-operational-risk-information-risk-technology-and-cyber-risks-and-business-resilience-standard-bank-group
2808,Business Manager Mavazi at Tuskys,https://www.myjobmag.co.ke/job/91329/business-manager-mavazi-tuskys
2809,"HR Business Partner, Indian Ocean Islands & Tanzania at British American Tobacco (BAT)",https://www.myjobmag.co.ke/job/91315/hr-business-partner-indian-ocean-islands-amp-tanzania-british-american-tobacco-bat
2810,"Senior Business Development Manager, Trade Finance at KCB Bank Kenya",https://www.myjobmag.co.ke/job/91313/senior-business-development-manager-trade-finance-kcb-bank-kenya
2811,Business Analyst at Tracom,https://www.myjobmag.co.ke/job/91308/business-analyst-tracom
2812,Business Intelligence Associate at Komaza Kenya,https://www.myjobmag.co.ke/job/91283/business-intelligence-associate-komaza-kenya
2813,Credit Analyst - Commercial Banking at Standard Chartered Bank Kenya,https://www.myjobmag.co.ke/job/91248/credit-analyst-commercial-banking-standard-chartered-bank-kenya
2814,Head Business Process Re-engineering at KCB Bank Kenya,https://www.myjobmag.co.ke/job/91245/head-business-process-re-engineering-kcb-bank-kenya
2815,Business Unit Manager â€“ Bayer Environmental Science (BES) at Bayer East Africa,https://www.myjobmag.co.ke/job/91240/business-unit-manager-bayer-environmental-science-bes-bayer-east-africa
2816,Business Analyst at Kenya Climate Innovation Center (KCIC),https://www.myjobmag.co.ke/job/91236/business-analyst-kenya-climate-innovation-center-kcic
2817,IT Analyst at Unilever,https://www.myjobmag.co.ke/job/91171/it-analyst-unilever
2818,Sales & Volume Analyst at Sheer Logic,https://www.myjobmag.co.ke/job/91170/sales-amp-volume-analyst-sheer-logic
2819,Internship Program (Front-desk Admin and Business Development) at Belfrics Kenya Limited,https://www.myjobmag.co.ke/job/91159/internship-program-front-desk-admin-and-business-development-belfrics-kenya-limited
2820,Business Intern 2020 at Google,https://www.myjobmag.co.ke/job/91157/business-intern-2020-google
2821,Freelance Business Solutions Executives at Nation Media Group,https://www.myjobmag.co.ke/job/91112/freelance-business-solutions-executives-nation-media-group
2822,Terms of Reference: Business Case Assessment Food for all Project in Kenya at Solidaridad Eastern & Central Africa Expertise Centre (SECAEC),https://www.myjobmag.co.ke/job/91109/terms-of-reference-business-case-assessment-food-for-all-project-in-kenya-solidaridad-eastern-central-africa-expertise-centre-secaec
2823,Human Resources Business Partner at Cipla,https://www.myjobmag.co.ke/job/91076/human-resources-business-partner-cipla
2824,Human Resource Business Partner - Commercial and Enabling Functions at The Coca-Cola Company,https://www.myjobmag.co.ke/job/91074/human-resource-business-partner-commercial-and-enabling-functions-the-coca-cola-company
2825,Quality Control Analyst at Sphinx Pharmaceutical Limited,https://www.myjobmag.co.ke/job/91073/quality-control-analyst-sphinx-pharmaceutical-limited
2826,"General Manager, Business Strategy at Deloitte Consulting",https://www.myjobmag.co.ke/job/91046/general-manager-business-strategy-deloitte-consulting
2827,Strategic Business Unit Manager at Covenant Executives,https://www.myjobmag.co.ke/job/91034/strategic-business-unit-manager-covenant-executives
2828,Business Studies and Any Other Subject Teacher at Riara Group of Schools,https://www.myjobmag.co.ke/job/90985/business-studies-and-any-other-subject-teacher-riara-group-of-schools
2829,Sponsorship and Business Development Executive at Sunflower Events,https://www.myjobmag.co.ke/job/90941/sponsorship-and-business-development-executive-sunflower-events
2830,"Senior Analyst, Investment Research at WeeMedia",https://www.myjobmag.co.ke/job/90931/senior-analyst-investment-research-weemedia
2831,Business Planning Analyst at Sheer Logic,https://www.myjobmag.co.ke/job/90906/business-planning-analyst-sheer-logic
2832,Business Development Manager at Dynamic People Consulting (DPC),https://www.myjobmag.co.ke/job/90891/business-development-manager-dynamic-people-consulting-dpc
2833,Area Business Development Manager at Diageo,https://www.myjobmag.co.ke/job/90857/area-business-development-manager-diageo
2834,Business Development Manager at WeeMedia,https://www.myjobmag.co.ke/job/90848/business-development-manager-weemedia
2835,Financial Controlling Analyst at Diageo,https://www.myjobmag.co.ke/job/90824/financial-controlling-analyst-diageo
2836,Financial Analyst at Standard Bank Group,https://www.myjobmag.co.ke/job/90823/financial-analyst-standard-bank-group
2837,"Director, Government Business Development at MasterCard",https://www.myjobmag.co.ke/job/90766/director-government-business-development-mastercard
2838,Sales Engineer - Service Equipment Business at KONE Corporation,https://www.myjobmag.co.ke/job/90756/sales-engineer-service-equipment-business-kone-corporation
2839,Business Development Executive at Colnet,https://www.myjobmag.co.ke/job/90748/business-development-executive-colnet
2840,Research Analyst ( Britam Asset Managers - Kenya) at Britam,https://www.myjobmag.co.ke/job/90732/research-analyst-britam-asset-managers-kenya-britam
2841,ICT Senior Analyst - Quality Assurance at UNOPS,https://www.myjobmag.co.ke/job/90711/ict-senior-analyst-quality-assurance-unops
2842,Financial Controlling Analyst at Diageo,https://www.myjobmag.co.ke/job/90685/financial-controlling-analyst-diageo
2843,Business Development Manager - East Africa at Corteva,https://www.myjobmag.co.ke/job/90600/business-development-manager-east-africa-corteva
2844,"Officer, Business Process Improvement and Reporting at Standard Bank Group",https://www.myjobmag.co.ke/job/90589/officer-business-process-improvement-and-reporting-standard-bank-group
2845,Business Intelligence Analyst at One Acre Fund,https://www.myjobmag.co.ke/job/90557/business-intelligence-analyst-one-acre-fund
2846,IT Project Manager at Tezza Business Solutions Ltd,https://www.myjobmag.co.ke/job/90543/it-project-manager-tezza-business-solutions-ltd
2847,Software Developers with Java / .NET and PHP Skills at Tezza Business Solutions Ltd,https://www.myjobmag.co.ke/job/90542/software-developers-with-java-net-and-php-skills-tezza-business-solutions-ltd
2848,Junior Project Manager at Tezza Business Solutions Ltd,https://www.myjobmag.co.ke/job/90541/junior-project-manager-tezza-business-solutions-ltd
2849,Business Analyst : Information Technology at Tezza Business Solutions Ltd,https://www.myjobmag.co.ke/job/90540/business-analyst-information-technology-tezza-business-solutions-ltd
2850,Test Automation Engineer at Tezza Business Solutions Ltd,https://www.myjobmag.co.ke/job/90539/test-automation-engineer-tezza-business-solutions-ltd
2851,PHP Developer at Tezza Business Solutions Ltd,https://www.myjobmag.co.ke/job/90538/php-developer-tezza-business-solutions-ltd
2852,Business Development Manager at Euro Africa Travel,https://www.myjobmag.co.ke/job/90526/business-development-manager-euro-africa-travel
2853,Business Planning and Analysis Manager at Airtel,https://www.myjobmag.co.ke/job/90520/business-planning-and-analysis-manager-airtel
2854,Business Analyst at Tuskys,https://www.myjobmag.co.ke/job/90438/business-analyst-tuskys
2855,Assistant Business Development Manager at Madison Asset Management Services Limited (Madison Asset),https://www.myjobmag.co.ke/job/90406/assistant-business-development-manager-madison-asset-management-services-limited-madison-asset
2856,Business Development Specialist - Kenya at Catholic Relief,https://www.myjobmag.co.ke/job/90390/business-development-specialist-kenya-catholic-relief
2857,International Business and Trade Faculty at African Leadership University (ALU),https://www.myjobmag.co.ke/job/90363/international-business-and-trade-faculty-african-leadership-university-alu
2858,Sales Finance & Accounting Analyst at Procter & Gamble,https://www.myjobmag.co.ke/job/90321/sales-finance-amp-accounting-analyst-procter-gamble
2859,Consultant - Career and business empowerment training at Japan Center for Conflict Prevention (JCCP),https://www.myjobmag.co.ke/job/90314/consultant-career-and-business-empowerment-training-japan-center-for-conflict-prevention-jccp
2860,Business Development Manager at Amplus International Ltd,https://www.myjobmag.co.ke/job/90286/business-development-manager-amplus-international-ltd
2861,Business Intelligence Associate at Komaza Kenya,https://www.myjobmag.co.ke/job/90279/business-intelligence-associate-komaza-kenya
2862,Business Development Officer at African Population and Health Research Center,https://www.myjobmag.co.ke/job/90267/business-development-officer-african-population-and-health-research-center
2863,"Business Manager, East & West Africa at EPSON",https://www.myjobmag.co.ke/job/90249/business-manager-east-amp-west-africa-epson
2864,Business Risk Management Internship at Sanergy,https://www.myjobmag.co.ke/job/90239/business-risk-management-internship-sanergy
2865,Communications Analyst (Digital) at International Finance Corporation (IFC),https://www.myjobmag.co.ke/job/90225/communications-analyst-digital-international-finance-corporation-ifc
2866,A Level Business Studies Teacher at Premier Academy,https://www.myjobmag.co.ke/job/90216/a-level-business-studies-teacher-premier-academy
2867,Associate Business Manager at Tally Solutions,https://www.myjobmag.co.ke/job/90205/associate-business-manager-tally-solutions
2868,Customer Business Manager - East Africa at Honeywell,https://www.myjobmag.co.ke/job/90182/customer-business-manager-east-africa-honeywell
2869,Business Consultant at FIS,https://www.myjobmag.co.ke/job/90180/business-consultant-fis
2870,Senior Business Growth and Development Manager - Faulu Microfinance Bank at UAP OLD MUTUAL GROUP,https://www.myjobmag.co.ke/job/90121/senior-business-growth-and-development-manager-faulu-microfinance-bank-uap-old-mutual-group
2871,Project Business Advisor at Voluntary Service Overseas,https://www.myjobmag.co.ke/job/90112/project-business-advisor-voluntary-service-overseas
2872,Human Resource Business Partner at PricewaterhouseCoopers (PWC),https://www.myjobmag.co.ke/job/90110/human-resource-business-partner-pricewaterhousecoopers-pwc
2873,Business Development Manager - Exams at British Council,https://www.myjobmag.co.ke/job/90095/business-development-manager-exams-british-council
2874,Business Development Manager East Africa at Temenos Group,https://www.myjobmag.co.ke/job/90024/business-development-manager-east-africa-temenos-group
2875,Business Development Manager at Africas Pocket,https://www.myjobmag.co.ke/job/89966/business-development-manager-africas-pocket
2876,Regional People & Culture (HR) Business Partner at World Vision Kenya,https://www.myjobmag.co.ke/job/89963/regional-people-amp-culture-hr-business-partner-world-vision-kenya
