,title,link
1384,Human Resources Business Advisor at Standard Chartered Bank Kenya,https://www.myjobmag.co.ke/job/human-resources-business-advisor-standard-chartered-bank-kenya
1385,Assistant Business Controller at Limited Liability Company,https://www.myjobmag.co.ke/job/assistant-business-controller-limited-liability-company
1386,Research Analyst at International Rescue Committee,https://www.myjobmag.co.ke/job/research-analyst-international-rescue-committee
1387,Accounting Analyst at International Rescue Committee,https://www.myjobmag.co.ke/job/accounting-analyst-international-rescue-committee
1388,Business Development Advisor at SNV Netherlands Development Organisation,https://www.myjobmag.co.ke/job/business-development-advisor-snv-netherlands-development-organisation
1389,Investment Analyst – Capital Markets at Kenya Power Pension Fund (KPPF),https://www.myjobmag.co.ke/job/investment-analyst-capital-markets-kenya-power-pension-fund
1390,Investment Analyst – Equity at Kenya Power Pension Fund (KPPF),https://www.myjobmag.co.ke/job/investment-analyst-equity-kenya-power-pension-fund
1391,Digital Wallet Analyst-1 at Absa Bank Limited,https://www.myjobmag.co.ke/job/digital-wallet-analyst-1-absa-bank-limited
1392,Actuarial Analyst at Heritage Insurance,https://www.myjobmag.co.ke/job/actuarial-analyst-heritage-insurance
1393,Business Lecturer at Mahanaim Educational Institute,https://www.myjobmag.co.ke/job/business-lecturer-mahanaim-educational-institute
1394,Service Desk Analyst at Diageo,https://www.myjobmag.co.ke/job/service-desk-analyst-diageo
1395,Senior Underwriting Manager - General Business at Rose Avenue Group,https://www.myjobmag.co.ke/job/senior-underwriting-manager-general-business-rose-avenue-group
1396,Finance/Business Accountant at Roche Kenya,https://www.myjobmag.co.ke/job/finance-business-accountant-roche-kenya
1397,Business Support Assistant FT at World Food Programme (WFP),https://www.myjobmag.co.ke/job/business-support-assistant-ft-world-food-programme-wfp
1398,"STTA/ Monitoring and Verification Specialist Technical Assistant at International Business & Technical Consultants, Inc. (IBTCI)",https://www.myjobmag.co.ke/job/stta-monitoring-and-verification-specialist-technical-assistant-international-business-amp-technical-consultants-inc-ibtci-1
1399,"Monitoring and Verification Specialist at International Business & Technical Consultants, Inc. (IBTCI)",https://www.myjobmag.co.ke/job/monitoring-and-verification-specialist-international-business-amp-technical-consultants-inc-ibtci-1
1400,"Deputy Chief of Party at International Business & Technical Consultants, Inc. (IBTCI)",https://www.myjobmag.co.ke/job/deputy-chief-of-party-international-business-amp-technical-consultants-inc-ibtci-1
1401,"Deputy Chief of Party (DCOP) at International Business & Technical Consultants, Inc. (IBTCI)",https://www.myjobmag.co.ke/job/deputy-chief-of-party-dcop-international-business-amp-technical-consultants-inc-ibtci
1402,Communications Analyst - ECGIP at General Electric - GE,https://www.myjobmag.co.ke/job/communications-analyst-ecgip-general-electric-ge
1403,Regional Business Development Director and Country Head - South Africa at Emerging Talent,https://www.myjobmag.co.ke/job/regional-business-development-director-and-country-head-south-africa-emerging-talent
1404,Business Finance Manager at Standard Chartered Bank Kenya,https://www.myjobmag.co.ke/job/business-finance-manager-standard-chartered-bank-kenya-1
1405,Senior Software Quality Assurance Analyst at M-Kopa Solar,https://www.myjobmag.co.ke/job/senior-software-quality-assurance-analyst-m-kopa-solar
1406,Data Analyst - Tableau - Remote at Xalam Analytics,https://www.myjobmag.co.ke/job/data-analyst-tableau-remote-xalam-analytics
1407,Business Development and Relationship Manager – Consumer Foods at Buhler Group,https://www.myjobmag.co.ke/job/business-development-and-relationship-manager-consumer-foods-bhler-group-1
1408,Business Finance Manager at Standard Chartered Bank Kenya,https://www.myjobmag.co.ke/job/business-finance-manager-standard-chartered-bank-kenya
1409,Analyst Financial Control at Interswitch,https://www.myjobmag.co.ke/job/analyst-financial-control-interswitch-1
1410,Branch Business Manager at HFC Limited,https://www.myjobmag.co.ke/job/branch-business-manager-hfc-limited-3
1411,Rural Retail Strategy & Operations Analyst at One Acre Fund,https://www.myjobmag.co.ke/job/rural-retail-strategy-operations-analyst-one-acre-fund
1412,Business Delivery Agent at Unateus,https://www.myjobmag.co.ke/job/business-delivery-agent-unateus
1413,"People and Culture Business Partner, Human Capital Development at Mastercard Foundation",https://www.myjobmag.co.ke/job/people-and-culture-business-partner-human-capital-development-mastercard-foundation
1414,Regional People and Culture Business Partner at Mastercard Foundation,https://www.myjobmag.co.ke/job/regional-people-and-culture-business-partner-mastercard-foundation
1415,Relationship Officers - Business Bankers at Family Bank Ltd,https://www.myjobmag.co.ke/job/relationship-officers-business-bankers-family-bank-ltd
1416,People Operations Business Partner at Infobip,https://www.myjobmag.co.ke/job/people-operations-business-partner-infobip
1417,Assistant Business Development Manager – Institutional Business at Madison Group Limited,https://www.myjobmag.co.ke/job/assistant-business-development-manager-institutional-business-madison-group-limited
1418,Business Development Officer – Retail Business at Madison Group Limited,https://www.myjobmag.co.ke/job/business-development-officer-retail-business-madison-group-limited
1419,Business Development Officer – Institutional Business at Madison Group Limited,https://www.myjobmag.co.ke/job/business-development-officer-institutional-business-madison-group-limited
1420,Business Development Officers at SMEP Microfinance Bank,https://www.myjobmag.co.ke/job/business-development-officers-smep-microfinance-bank-2
1421,Business Development Manager at bpost,https://www.myjobmag.co.ke/job/business-development-manager-bpost
1422,Group Business Administrator at Microsoft,https://www.myjobmag.co.ke/job/group-business-administrator-microsoft
1423,Partner Business Manager at SAP,https://www.myjobmag.co.ke/job/partner-business-manager-sap-1
1424,Head - IT Business Relationship Engagement at Deloitte Consulting,https://www.myjobmag.co.ke/job/head-it-business-relationship-engagement-deloitte-consulting
1425,Helpdesk Support Analyst (Re-Advertisement) at Independent Electoral and Boundaries Commission,https://www.myjobmag.co.ke/job/helpdesk-support-analyst-re-advertisement-independent-electoral-and-boundaries-commission
1426,Data Analyst Lead at Royal Media Group,https://www.myjobmag.co.ke/job/data-analyst-lead-royal-media-group
1427,Senior Business Development Officer at Jubilee Insurance,https://www.myjobmag.co.ke/job/senior-business-development-officer-jubilee-insurance
1428,Business Systems Analyst at Jubilee Insurance,https://www.myjobmag.co.ke/job/business-systems-analyst-jubilee-insurance
1429,Senior HR Business Partner at Living Goods,https://www.myjobmag.co.ke/job/senior-hr-business-partner-living-goods
1430,Head of Digital Transformation and Excellence at Central Bank of Kenya,https://www.myjobmag.co.ke/job/head-of-digital-transformation-and-excellence-central-bank-of-kenya
1431,Business Development Manager – Fintech at Reeds Africa Consult,https://www.myjobmag.co.ke/job/business-development-manager-fintech-reeds-africa-consult
1432,Manager – Business Performance and Analysis at Safaricom Kenya,https://www.myjobmag.co.ke/job/manager-business-performance-and-analysis-safaricom-kenya
1433,Manager - Surveys & Business Analysis at Kenya Revenue Authority (KRA),https://www.myjobmag.co.ke/job/manager-surveys-business-analysis-kenya-revenue-authority-kra
1434,Business Analyst - Assistant Manager at Kenya Revenue Authority (KRA),https://www.myjobmag.co.ke/job/business-analyst-assistant-manager-kenya-revenue-authority-kra
1435,Officer – Business Application Support at Kenya Revenue Authority (KRA),https://www.myjobmag.co.ke/job/officer-business-application-support-kenya-revenue-authority-kra-1
1436,Portfolio Senior Analyst at UNOPS,https://www.myjobmag.co.ke/job/portfolio-senior-analyst-unops
1437,General Business Sales Executive at SAP,https://www.myjobmag.co.ke/job/general-business-sales-executive-sap-4
1438,Business Development Representative at Infobip,https://www.myjobmag.co.ke/job/business-development-representative-infobip-2
1439,Senior Finance Manager - General Business at CIC Insurance,https://www.myjobmag.co.ke/job/senior-finance-manager-general-business-cic-insurance-1
1440,"Principal Fiscal Analyst, National Government at Office of the Controller of Budget (OCOB)",https://www.myjobmag.co.ke/job/principal-fiscal-analyst-national-government-office-of-the-controller-of-budget-ocob
1441,Principal Fiscal Analyst-Parliamentary Liaison at Office of the Controller of Budget (OCOB),https://www.myjobmag.co.ke/job/principal-fiscal-analyst-parliamentary-liaison-office-of-the-controller-of-budget-ocob
1442,"Chief Fiscal Analyst, Parliamentary Liaison at Office of the Controller of Budget (OCOB)",https://www.myjobmag.co.ke/job/chief-fiscal-analyst-parliamentary-liaison-office-of-the-controller-of-budget-ocob
1443,Business Development Associate (Resource Mobilization/Fundraising) at Living Goods,https://www.myjobmag.co.ke/job/business-development-associate-resource-mobilization-fundraising-living-goods
1444,Technician at Minet Kenya,https://www.myjobmag.co.ke/job/technician-minet-kenya
1445,Business Development Manager Access to Energy -Uganda(FTC) at Schneider Electric,https://www.myjobmag.co.ke/job/business-development-manager-access-to-energy-uganda-ftc-schneider-electric
1446,Business Processing Officer at Old Mutual Kenya,https://www.myjobmag.co.ke/job/business-processing-officer-old-mutual-kenya
1447,Risk Consultant - Business Development at Zamara Kenya,https://www.myjobmag.co.ke/job/risk-consultant-business-development-zamara-kenya
1448,Assistant Business Analyst at Zamara Kenya,https://www.myjobmag.co.ke/job/assistant-business-analyst-zamara-kenya
1449,Business Unit Manager- Markets at Citi,https://www.myjobmag.co.ke/job/business-unit-manager-markets-citi
1450,Project Governance Analyst at KCB Bank Kenya,https://www.myjobmag.co.ke/job/project-governance-analyst-kcb-bank-kenya
1451,Change Evaluation Analyst at KCB Bank Kenya,https://www.myjobmag.co.ke/job/change-evaluation-analyst-kcb-bank-kenya
1452,"Business Intern 2022, Sales and Marketing at Google",https://www.myjobmag.co.ke/job/business-intern-2022-sales-and-marketing-google
1453,Business Development Officer at Old Mutual Kenya,https://www.myjobmag.co.ke/job/business-development-officer-old-mutual-kenya-2
1454,Investment Analyst Program at Kenya Conference of Catholic Bishops,https://www.myjobmag.co.ke/job/investment-analyst-program-kenya-conference-of-catholic-bishops
1455,Business Development at Letshego Kenya Limited,https://www.myjobmag.co.ke/job/business-development-letshego-kenya-limited
1456,Commercial Cards Operations Analyst at Citi,https://www.myjobmag.co.ke/job/commercial-cards-operations-analyst-citi
1457,Actuarial Analyst at Metropol Corporation Ltd,https://www.myjobmag.co.ke/job/actuarial-analyst-metropol-corporation-ltd
1458,Relationship Officer - Micro Business at Caritas MFB,https://www.myjobmag.co.ke/job/relationship-officer-micro-business-caritas-mfb
1459,Relationship Officer - Small Business Enterprise (SBE) at Caritas MFB,https://www.myjobmag.co.ke/job/relationship-officer-small-business-enterprise-sbe-caritas-mfb
1460,Revenue Operations Analyst at CloudFactory,https://www.myjobmag.co.ke/job/revenue-operations-analyst-cloudfactory
1461,Data Analyst at Research 8020 Limited,https://www.myjobmag.co.ke/job/data-analyst-research-8020-limited
1462,Business Assistant (Cleaning Services) at Nani Employee Leasing Company (Nani EL),https://www.myjobmag.co.ke/job/business-assistant-cleaning-services-nani-employee-leasing-company-nani-el
1463,Senior Business Operations Advisor – SMB South License at Oracle,https://www.myjobmag.co.ke/job/senior-business-operations-advisor-smb-south-license-oracle-1
1464,Parts Ordering Analyst at Simba Corp,https://www.myjobmag.co.ke/job/parts-ordering-analyst-simba-corp
1465,Business Development Officer at Old Mutual Kenya,https://www.myjobmag.co.ke/job/business-development-officer-old-mutual-kenya-1
1466,Relationship Manager – Business Banking at I&M Bank,https://www.myjobmag.co.ke/job/relationship-manager-business-banking-i-m-bank-1
1467,Business Development Manager at Diageo,https://www.myjobmag.co.ke/job/business-development-manager-diageo
1468,Business Development Executive - Safety at Viscar Industrial Capacity,https://www.myjobmag.co.ke/job/business-development-executive-safety-viscar-industrial-capacity-2
1469,Business Development Executive - Manufacturing & Energy at Viscar Industrial Capacity,https://www.myjobmag.co.ke/job/business-development-executive-manufacturing-energy-viscar-industrial-capacity-1
1470,Flight Data Analyst at Kenya Airways,https://www.myjobmag.co.ke/job/flight-data-analyst-kenya-airways
1471,Business /Sales Development Executive – IT Solutions at Corporate Staffing,https://www.myjobmag.co.ke/job/business-sales-development-executive-it-solutions-corporate-staffing
1472,Corporate Business Broker Consultant at Absa Bank Limited,https://www.myjobmag.co.ke/job/corporate-business-broker-consultant-absa-bank-limited
1473,Business Development Manager-Corporate Business at Absa Bank Limited,https://www.myjobmag.co.ke/job/business-development-manager-corporate-business-absa-bank-limited
1474,Carbon Business Developer at AltGen,https://www.myjobmag.co.ke/job/carbon-business-developer-altgen
1475,Data Analyst. at Palladium International,https://www.myjobmag.co.ke/job/data-analyst-palladium-international
1476,Actuarial Analyst at Jubilee Insurance,https://www.myjobmag.co.ke/job/actuarial-analyst-jubilee-insurance-1
1477,Data & Fraud Analyst at Jubilee Insurance,https://www.myjobmag.co.ke/job/data-fraud-analyst-jubilee-insurance
1478,Web Data Analyst at Farsight Africa Group,https://www.myjobmag.co.ke/job/web-data-analyst-farsight-africa-group
1479,Data Analyst at Farsight Africa Group,https://www.myjobmag.co.ke/job/data-analyst-farsight-africa-group
1480,Relationship Manager - Business Banking at I&M Bank,https://www.myjobmag.co.ke/job/relationship-manager-business-banking-i-m-bank
1481,Criminal Intelligence Analyst ENACT Nairobi at INTERPOL,https://www.myjobmag.co.ke/job/criminal-intelligence-analyst-enact-nairobi-interpol
1482,Business Analyst at Advanta Seeds,https://www.myjobmag.co.ke/job/business-analyst-advanta-seeds
1483,"Transaction Services Manager (Specialist in Financial Due Diligence, Business Valuation and M&A) at KPMG",https://www.myjobmag.co.ke/job/transaction-services-manager-specialist-in-financial-due-diligence-business-valuation-and-m-a-kpmg
1484,Finance Analyst at World Bank Group,https://www.myjobmag.co.ke/job/finance-analyst-world-bank-group-2
1485,Investment Analyst at World Bank Group,https://www.myjobmag.co.ke/job/investment-analyst-world-bank-group-1
1486,HR Business Partner at Turner & Townsend,https://www.myjobmag.co.ke/job/hr-business-partner-turner-amp-townsend
1487,"HR Business Partner, Kenya TM&D & GreatLakes at British American Tobacco (BAT)",https://www.myjobmag.co.ke/job/hr-business-partner-kenya-tm-d-greatlakes-british-american-tobacco-bat
1488,Senior Knowledge Analyst - Aid and Trade at Boston Consulting Group (BCG),https://www.myjobmag.co.ke/job/senior-knowledge-analyst-aid-and-trade-boston-consulting-group-bcg-1
1489,"Monitoring and Verification Specialist at International Business & Technical Consultants, Inc. (IBTCI)",https://www.myjobmag.co.ke/job/monitoring-and-verification-specialist-international-business-amp-technical-consultants-inc-ibtci
1490,"Deputy Chief of Party at International Business & Technical Consultants, Inc. (IBTCI)",https://www.myjobmag.co.ke/job/deputy-chief-of-party-international-business-amp-technical-consultants-inc-ibtci
1491,"STTA/ Monitoring and Verification Specialist Technical Assistant at International Business & Technical Consultants, Inc. (IBTCI)",https://www.myjobmag.co.ke/job/stta-monitoring-and-verification-specialist-technical-assistant-international-business-amp-technical-consultants-inc-ibtci
1492,Intern- Business Development at Reeds Africa Consult,https://www.myjobmag.co.ke/job/intern-business-development-reeds-africa-consult
1493,Partner Business Manager at SAP,https://www.myjobmag.co.ke/job/partner-business-manager-sap
1494,Business Assistant at Nani Employee Leasing Company (Nani EL),https://www.myjobmag.co.ke/job/business-assistant-nani-employee-leasing-company-nani-el-1
1495,Digital Business Analyst at HFC Limited,https://www.myjobmag.co.ke/job/digital-business-analyst-hfc-limited
1496,Business Development Officer at Ideon Limited,https://www.myjobmag.co.ke/job/business-development-officer-ideon-limited
1497,Treasury Analyst at Thunes,https://www.myjobmag.co.ke/job/treasury-analyst-thunes
1498,"Senior HR Business Partner, Kenya at Living Goods",https://www.myjobmag.co.ke/job/senior-hr-business-partner-kenya-living-goods
1499,Business Intelligence Analyst at Moringa School,https://www.myjobmag.co.ke/job/business-intelligence-analyst-moringa-school-1
1500,"Business Studies (HR. Supply Chain Accountancy, Secretarial) at NIBS College",https://www.myjobmag.co.ke/job/business-studies-hr-supply-chain-accountancy-secretarial-nibs-college
1501,Business Development Manager – Mortgage Business at HF Group,https://www.myjobmag.co.ke/job/business-development-manager-mortgage-business-hf-group
1502,Business Development Manager at Execafrica Recruitment Limited,https://www.myjobmag.co.ke/job/business-development-manager-execafrica-recruitment-limited
1503,Junior Salesforce Analyst at CloudFactory,https://www.myjobmag.co.ke/job/junior-salesforce-analyst-cloudfactory
1504,YPP – Project Analyst at African Trade Insurance,https://www.myjobmag.co.ke/job/ypp-project-analyst-african-trade-insurance
1505,Business Analyst - ICT4D at CARE,https://www.myjobmag.co.ke/job/business-analyst-ict4d-care
1506,Total Rewards Analyst at World Vision Kenya,https://www.myjobmag.co.ke/job/total-rewards-analyst-world-vision-kenya
1507,Systems Administrator/Analyst at World Vision Kenya,https://www.myjobmag.co.ke/job/systems-administrator-analyst-world-vision-kenya
1508,Business Growth and Development Manager at Equity Bank Kenya,https://www.myjobmag.co.ke/job/business-growth-and-development-manager-equity-bank-kenya-1
1509,Business Development Executive at Lesaffre,https://www.myjobmag.co.ke/job/business-development-executive-lesaffre
1510,Marketing & Business Development Officer at Kenya Institute of Management (KIM),https://www.myjobmag.co.ke/job/marketing-business-development-officer-kenya-institute-of-management-kim-1
1511,"Assistant Manager, Business Support And Recoveries at Absa Bank Limited",https://www.myjobmag.co.ke/job/assistant-manager-business-support-and-recoveries-absa-bank-limited
1512,Business Development Manager – Bancassurance at Absa Bank Limited,https://www.myjobmag.co.ke/job/business-development-manager-bancassurance-absa-bank-limited-1
1513,Business Intelligence Analyst at Moringa School,https://www.myjobmag.co.ke/job/business-intelligence-analyst-moringa-school
1514,Country Analyst at United Nations Office for Project Services (UNOPS),https://www.myjobmag.co.ke/job/country-analyst-united-nations-office-for-project-services-unops
1515,SME Business Development Manager at Absa Bank Limited,https://www.myjobmag.co.ke/job/sme-business-development-manager-absa-bank-limited
1516,Business Development Manager - Alternate Payment Methods at Thunes,https://www.myjobmag.co.ke/job/business-development-manager-alternate-payment-methods-thunes
1517,General Business Sales Executive at SAP,https://www.myjobmag.co.ke/job/general-business-sales-executive-sap-3
1518,Analyst To The CEO at Maisha Meds,https://www.myjobmag.co.ke/job/analyst-to-the-ceo-maisha-meds-1
1519,Credit Analyst – Commercial Banking at DIB Bank Kenya Limited (DIBBKE),https://www.myjobmag.co.ke/job/credit-analyst-commercial-banking-dubai-islamic-bank
1520,Business Development Executive - Safety at Viscar Industrial Capacity,https://www.myjobmag.co.ke/job/business-development-executive-safety-viscar-industrial-capacity-1
1521,HR Business Advisor at Standard Chartered Bank Kenya,https://www.myjobmag.co.ke/job/hr-business-advisor-standard-chartered-bank-kenya
1522,IT Governance Risk Compliance (GRC) Analyst at Mastercard Foundation,https://www.myjobmag.co.ke/job/it-governance-risk-compliance-grc-analyst-mastercard-foundation
1523,Market Intelligence Analyst at Anglo American,https://www.myjobmag.co.ke/job/market-intelligence-analyst-anglo-american-1
1524,Business Development Executive at People Link Africa,https://www.myjobmag.co.ke/job/business-development-executive-people-link-africa
1525,Credit Analyst/Monitoring officer at Adjacent Possible Finance,https://www.myjobmag.co.ke/job/credit-analyst-monitoring-officer-adjacent-possible-finance
1526,Business Development Officer at Adjacent Possible Finance,https://www.myjobmag.co.ke/job/business-development-officer-adjacent-possible-finance
1527,Marketing Planning Analyst at Visa,https://www.myjobmag.co.ke/job/marketing-planning-analyst-visa
1528,Credit Analyst at Root Capital,https://www.myjobmag.co.ke/job/credit-analyst-root-capital-2
1529,Business Manager – Customer Network at Absa Bank Limited,https://www.myjobmag.co.ke/job/business-manager-customer-network-absa-bank-limited-1
1530,Manager Business Systems at Postal Corporation of Kenya,https://www.myjobmag.co.ke/job/manager-business-systems-postal-corporation-of-kenya
1531,Human Resource Business Partner (HRBP at Amref Kenya,https://www.myjobmag.co.ke/job/human-resource-business-partner-hrbp-amref-kenya
1532,Risk Analyst at Equity Bank Kenya,https://www.myjobmag.co.ke/job/risk-analyst-equity-bank-kenya
1533,Business Development Officer at HIAS,https://www.myjobmag.co.ke/job/business-development-officer-hias-1
1534,Business Analyst at Interswitch,https://www.myjobmag.co.ke/job/business-analyst-interswitch
1535,"Specialist Sr, Grants Business at Child Fund International",https://www.myjobmag.co.ke/job/specialist-sr-grants-business-child-fund-international
1536,"Analyst, Financial Crime Compliance, Money Laundering Surveillance (South Sudan) at Standard Bank Group",https://www.myjobmag.co.ke/job/analyst-financial-crime-compliance-money-laundering-surveillance-south-sudan-standard-bank-group
1537,"Analyst, Financial Crime Compliance, Money Laundering Surveillance (4 positions) at Standard Bank Group",https://www.myjobmag.co.ke/job/analyst-financial-crime-compliance-money-laundering-surveillance-4-positions-standard-bank-group
1538,"Business Solutions Executives, Radio at Nation Media Group",https://www.myjobmag.co.ke/job/business-solutions-executives-radio-nation-media-group
1539,IT Business Systems Analyst at PATH,https://www.myjobmag.co.ke/job/it-business-systems-analyst-path
1540,"Chief Executive Officer, PDM at Aga Khan Foundation",https://www.myjobmag.co.ke/job/chief-executive-officer-pdm-aga-khan-foundation
1541,Business Development and Entrepreneurship Officer at Aga Khan Foundation,https://www.myjobmag.co.ke/job/business-development-and-entrepreneurship-officer-aga-khan-foundation
1542,Data Analyst Consultant at This Ability,https://www.myjobmag.co.ke/job/data-analyst-consultant-this-ability-1
1543,Head of Ethics and Business Integrity at Sanofi,https://www.myjobmag.co.ke/job/head-of-ethics-and-business-integrity-sanofi
1544,Treasury Analyst at MFS Africa,https://www.myjobmag.co.ke/job/treasury-analyst-mfs-africa-3
1545,Regional Office Data Analyst at International Fund for Agricultural Development,https://www.myjobmag.co.ke/job/regional-office-data-analyst-international-fund-for-agricultural-development
1546,Business Development Manager at Madison Group Limited,https://www.myjobmag.co.ke/job/business-development-manager-madison-group-limited
1547,DSC Analyst - Maintenance at Absa Bank Limited,https://www.myjobmag.co.ke/job/dsc-analyst-maintenance-absa-bank-limited
1548,DSC Analyst - Custody at Absa Bank Limited,https://www.myjobmag.co.ke/job/dsc-analyst-custody-absa-bank-limited
1549,Global Business Development Senior Associate at Dalberg,https://www.myjobmag.co.ke/job/global-business-development-senior-associate-dalberg
1550,Head of Digital Business at HF Group,https://www.myjobmag.co.ke/job/head-of-digital-business-hf-group
1551,Senior Credit Analyst – SME Banking at ABC Bank (African Banking Corporation Limited),https://www.myjobmag.co.ke/job/senior-credit-analyst-sme-banking-abc-bank-african-banking-corporation-limited
1552,Commercial Analyst at Jumia,https://www.myjobmag.co.ke/job/commercial-analyst-jumia
1553,Business Manager - Customer Network at Absa Bank Limited,https://www.myjobmag.co.ke/job/business-manager-customer-network-absa-bank-limited
1554,"Manager, Business Solutions at GeoPoll",https://www.myjobmag.co.ke/job/manager-business-solutions-geopoll
1555,Business Development Manager at Stellar Human Resource Solutions,https://www.myjobmag.co.ke/job/business-development-manager-stellar-human-resource-solutions
1556,Business Operations Analyst at Apollo Agriculture,https://www.myjobmag.co.ke/job/business-operations-analyst-apollo-agriculture
1557,Head of Strategy and Business Development at Apollo Agriculture,https://www.myjobmag.co.ke/job/head-of-strategy-and-business-development-apollo-agriculture-1
1558,Junior IT Analyst at Sanergy,https://www.myjobmag.co.ke/job/junior-it-analyst-sanergy
1559,Corporate Business Operations Associate at Britam,https://www.myjobmag.co.ke/job/corporate-business-operations-associate-britam
1560,HR Business Partner Cultural Engagement & Professional Functions at British Council,https://www.myjobmag.co.ke/job/hr-business-partner-cultural-engagement-professional-functions-british-council
1561,Learning & Organization Development Business Partner at Oxfam,https://www.myjobmag.co.ke/job/learning-organization-development-business-partner-oxfam
1562,Financial Analyst (Nairobi) at Nature Conservancy,https://www.myjobmag.co.ke/job/financial-analyst-nairobi-nature-conservancy
1563,Junior Financial Analyst at Sanergy,https://www.myjobmag.co.ke/job/junior-financial-analyst-sanergy-1
1564,Business Analyst at McKinsey & Company,https://www.myjobmag.co.ke/job/business-analyst-mckinsey-amp-company-2
1565,Business Development Executive at Corporate Staffing,https://www.myjobmag.co.ke/job/business-development-executive-corporate-staffing-3
1566,Business Development Executive at 2Max Group Limited,https://www.myjobmag.co.ke/job/business-development-executive-2max-group-limited
1567,Risk Analyst Assistant at CIC Insurance,https://www.myjobmag.co.ke/job/risk-analyst-assistant-cic-insurance
1568,Financial Planning and Analysis Analyst at Twiga Foods,https://www.myjobmag.co.ke/job/financial-planning-and-analysis-analyst-twiga-foods
1569,Regional Security Analyst at McKinsey & Company,https://www.myjobmag.co.ke/job/regional-security-analyst-mckinsey-amp-company
1570,Data Quality Analyst at Co-operative Bank of Kenya,https://www.myjobmag.co.ke/job/data-quality-analyst-co-operative-bank-of-kenya-1
1571,P&C (HR) Business Partner at World Vision Kenya,https://www.myjobmag.co.ke/job/p-c-hr-business-partner-world-vision-kenya
1572,Operations Data Analyst Intern at Sanergy,https://www.myjobmag.co.ke/job/operations-data-analyst-intern-sanergy
1573,ERP Value Delivery Analyst at Britam,https://www.myjobmag.co.ke/job/erp-value-delivery-analyst-britam
1574,Pre-sales Analyst at CloudFactory,https://www.myjobmag.co.ke/job/pre-sales-analyst-cloudfactory
1575,Business Development Manager at Hugo Kenya,https://www.myjobmag.co.ke/job/business-development-manager-hugo-kenya
1576,Regional Media Business Advisor- Africa at Internews Network,https://www.myjobmag.co.ke/job/regional-media-business-advisor-africa-internews-network
1577,Business Solutions Manager - Niche Products at Nation Media Group PLC,https://www.myjobmag.co.ke/job/business-solutions-manager-niche-products-nation-media-group-plc
1578,Lead Data Analyst at Kune Food,https://www.myjobmag.co.ke/job/lead-data-analyst-kune-food
1579,Operational And Business Insights Lead at Sokowatch,https://www.myjobmag.co.ke/job/operational-and-business-insights-lead-sokowatch
1580,Customer Success Analyst at Longhorn Publishers,https://www.myjobmag.co.ke/job/customer-success-analyst-longhorn-publishers
1581,Data Analyst at Kasha Kenya,https://www.myjobmag.co.ke/job/data-analyst-kasha-kenya
1582,SME Business Development & Service Delivery Manager at Absa Bank Limited,https://www.myjobmag.co.ke/job/sme-business-development-service-delivery-manager-absa-bank-limited
1583,Business Development Officer - Bancassurance at Absa Bank Limited,https://www.myjobmag.co.ke/job/business-development-officer-bancassurance-absa-bank-limited
1584,Business Development Manager - Bancassurance at Absa Bank Limited,https://www.myjobmag.co.ke/job/business-development-manager-bancassurance-absa-bank-limited
1585,Consultant: Digital Business Intelligence Advisory at Root Capital,https://www.myjobmag.co.ke/job/consultant-digital-business-intelligence-advisory-root-capital
1586,Credit Analyst at Root Capital,https://www.myjobmag.co.ke/job/credit-analyst-root-capital-1
1587,Data Analyst (Contract) at CloudFactory,https://www.myjobmag.co.ke/job/data-analyst-contract-cloudfactory
1588,Security Operations Analyst at CloudFactory,https://www.myjobmag.co.ke/job/security-operations-analyst-cloudfactory
1589,Human Resource Business Partner at Compassion International,https://www.myjobmag.co.ke/job/human-resource-business-partner-compassion-international
1590,Business Development Executive - Manufacturing & Energy at Viscar Industrial Capacity,https://www.myjobmag.co.ke/job/business-development-executive-manufacturing-energy-viscar-industrial-capacity
1591,Business Development Executive - Safety at Viscar Industrial Capacity,https://www.myjobmag.co.ke/job/business-development-executive-safety-viscar-industrial-capacity
1592,Courier Business Executive at Nation Media Group,https://www.myjobmag.co.ke/job/courier-business-executive-nation-media-group
1593,Senior Data Analyst at Viamo,https://www.myjobmag.co.ke/job/senior-data-analyst-viamo-1
1594,Senior Associate- Business Consulting and Research at Workforce Africa,https://www.myjobmag.co.ke/job/senior-associate-business-consulting-and-research-workforce-africa
1595,Senior Internal Auditor/ Data Analyst at Equity Bank Kenya,https://www.myjobmag.co.ke/job/senior-internal-auditor-data-analyst-equity-bank-kenya
1596,Business Intelligence & Data Analyst at Copia,https://www.myjobmag.co.ke/job/business-intelligence-data-analyst-copia
1597,Sales and Business Development Officer - Tours & Travel at Elective Africa,https://www.myjobmag.co.ke/job/sales-and-business-development-officer-tours-travel-elective-africa-1
1598,Support Operations Analyst at NCBA Group,https://www.myjobmag.co.ke/job/support-operations-analyst-ncba-group
1599,BDM Institutional Business Development at Britam,https://www.myjobmag.co.ke/job/bdm-institutional-business-development-britam
1600,Sales and Business Development Officer - Tours & Travel at Elective Africa,https://www.myjobmag.co.ke/job/sales-and-business-development-officer-tours-travel-elective-africa
1601,Business Development Officer at HIAS,https://www.myjobmag.co.ke/job/business-development-officer-hias
1602,Operations Data Analyst Fellow at Sanergy,https://www.myjobmag.co.ke/job/operations-data-analyst-fellow-sanergy
